queuePosition,priority,priorityReason,slug,title,category,importance,status,articleUrl,taskLibraryUrl,unmetStandardGates,heldStandardGates,unknownStandardGates,nextAction,instructionRevisionReviewed,contributorComplete,articleMapped,articleCatalogGate,articleSemanticCertification,taskExampleEvidence,recordedExecution,acceptedExecution,setupSuccess
228,P1,Known standard gap,verify-social-proof-photos-present,Verify social proof photos present,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-social-proof-photos-present#task-verify-social-proof-photos-present,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
229,P1,Known standard gap,verify-testimonials-include-headshots-with-attribution,Verify testimonials include headshots with attribution,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-testimonials-include-headshots-with-attribution#task-verify-testimonials-include-headshots-with-attribution,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
230,P1,Known standard gap,verify-testimonials-with-full-attribution,Verify testimonials with full attribution,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-testimonials-with-full-attribution#task-verify-testimonials-with-full-attribution,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
231,P1,Known standard gap,verify-xml-sitemap-exists-and-in-robotstxt,Verify XML sitemap exists and in robots.txt,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-xml-sitemap-exists-and-in-robotstxt#task-verify-xml-sitemap-exists-and-in-robotstxt,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
232,P1,Known standard gap,check-topic-coherence-for-each-definitive-article,Check topic coherence for each definitive article,Knowledge System Maintenance,2,complete,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=check-topic-coherence-for-each-definitive-article#task-check-topic-coherence-for-each-definitive-article,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
233,P1,Known standard gap,create-sop-amendment-proposal-500-words,Create task guide Amendment Proposal (≤500 words),Knowledge System Maintenance,2,complete,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=create-sop-amendment-proposal-500-words#task-create-sop-amendment-proposal-500-words,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
234,P1,Known standard gap,verify-structural-completeness-against-8-step-framework,Check structure against the current article guidelines,Knowledge System Maintenance,2,complete,https://blitzmetrics.com/knowledge-system-maintenance,https://local-service-spotlight.github.io/task-library/?task=verify-structural-completeness-against-8-step-framework#task-verify-structural-completeness-against-8-step-framework,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
235,P2,Importance 5; missing proof remains,map-out-one-minute-video-topics-using-topic-wheel,Map out one-minute video topics using Topic Wheel,Content Factory — Produce,5,complete,https://blitzmetrics.com/topic-wheel,https://local-service-spotlight.github.io/task-library/?task=map-out-one-minute-video-topics-using-topic-wheel#task-map-out-one-minute-video-topics-using-topic-wheel,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
236,P2,Importance 5; missing proof remains,record-one-minute-videos,Record one-minute videos,Content Factory — Produce,5,complete,https://blitzmetrics.com/one-minute-video-guide,https://local-service-spotlight.github.io/task-library/?task=record-one-minute-videos#task-record-one-minute-videos,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
237,P2,Importance 5; missing proof remains,run-content-factory-on-any-engine,Run the Content Factory with your available tools,Strategy & Measurement,5,complete,https://blitzmetrics.com/content-factory,https://local-service-spotlight.github.io/task-library/?task=run-content-factory-on-any-engine#task-run-content-factory-on-any-engine,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
238,P2,Importance 5; missing proof remains,step-1-upload-video-to-google-drive-and-descript,Step 1: Upload video to Google Drive and Descript,Content Factory — Process,5,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-1-upload-video-to-google-drive-and-descript#task-step-1-upload-video-to-google-drive-and-descript,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
239,P2,Importance 5; missing proof remains,step-11-proofread-with-grammarly-or-chatgpt,Step 11: Proofread with Grammarly or ChatGPT,Content Factory — Process,5,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-11-proofread-with-grammarly-or-chatgpt#task-step-11-proofread-with-grammarly-or-chatgpt,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
240,P2,Importance 5; missing proof remains,step-12-post-article-on-wordpress,Step 12: Post article on WordPress,Content Factory — Post,5,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-12-post-article-on-wordpress#task-step-12-post-article-on-wordpress,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
241,P2,Importance 5; missing proof remains,step-2-fix-categories-and-tags-in-wordpress,Step 2: Fix categories and tags in WordPress,SEO & Content Architecture,5,complete,https://blitzmetrics.com/internal-linking,https://local-service-spotlight.github.io/task-library/?task=step-2-fix-categories-and-tags-in-wordpress#task-step-2-fix-categories-and-tags-in-wordpress,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
242,P2,Importance 5; missing proof remains,step-2-transcribe-video-using-descript,Step 2: Transcribe video using Descript,Content Factory — Process,5,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-2-transcribe-video-using-descript#task-step-2-transcribe-video-using-descript,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
243,P2,Importance 5; missing proof remains,step-5-write-article-from-transcript,Step 5: Write article from transcript,Content Factory — Process,5,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-5-write-article-from-transcript#task-step-5-write-article-from-transcript,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
244,P2,Importance 5; missing proof remains,use-descript-underlord-to-remove-filler-words,Use Descript Underlord to remove filler words,Content Factory — Process,5,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=use-descript-underlord-to-remove-filler-words#task-use-descript-underlord-to-remove-filler-words,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
245,P2,Importance 5; missing proof remains,write-meta-article-documenting-agent-work,Write a meta article documenting a task execution,Content Factory — Process,5,complete,https://blitzmetrics.com/meta-article-prompt/,https://local-service-spotlight.github.io/task-library/?task=write-meta-article-documenting-agent-work#task-write-meta-article-documenting-agent-work,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
246,P3,Missing proof remains,email-and-dm-client-about-published-article,Email and DM client about published article,Content Factory — Post,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=email-and-dm-client-about-published-article#task-email-and-dm-client-about-published-article,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
247,P3,Missing proof remains,how-to-inventory-a-podcast-on-youtube,How to inventory a podcast on YouTube,Content Factory — Process,4,complete,https://blitzmetrics.com/how-to-inventory-a-podcast-on-youtube/,https://local-service-spotlight.github.io/task-library/?task=how-to-inventory-a-podcast-on-youtube#task-how-to-inventory-a-podcast-on-youtube,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
248,P3,Missing proof remains,how-to-inventory-every-podcast-youve-been-on-and-why-its-one-of-the-highest-roi-things-you-can-do,How to inventory every podcast you've been on,Content Factory — Process,4,complete,https://blitzmetrics.com/how-to-inventory-every-podcast-youve-been-on-and-why-its-one-of-the-highest-roi-things-you-can-do/,https://local-service-spotlight.github.io/task-library/?task=how-to-inventory-every-podcast-youve-been-on-and-why-its-one-of-the-highest-roi-things-you-can-do#task-how-to-inventory-every-podcast-youve-been-on-and-why-its-one-of-the-highest-roi-things-you-can-do,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
249,P3,Missing proof remains,how-we-use-listen-notes-to-find-track-and-repurpose-every-podcast-appearance,"How we use Listen Notes to find, track, and repurpose every podcast appearance",Content Factory — Process,4,complete,https://blitzmetrics.com/how-we-use-listen-notes-to-find-track-and-repurpose-every-podcast-appearance/,https://local-service-spotlight.github.io/task-library/?task=how-we-use-listen-notes-to-find-track-and-repurpose-every-podcast-appearance#task-how-we-use-listen-notes-to-find-track-and-repurpose-every-podcast-appearance,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
250,P3,Missing proof remains,how-we-use-podchaser-to-amplify-authority-and-repurpose-podcast-content,How we use Podchaser to amplify authority and repurpose podcast content,Content Factory — Process,4,complete,https://blitzmetrics.com/how-we-use-podchaser-to-amplify-authority-and-repurpose-podcast-content/,https://local-service-spotlight.github.io/task-library/?task=how-we-use-podchaser-to-amplify-authority-and-repurpose-podcast-content#task-how-we-use-podchaser-to-amplify-authority-and-repurpose-podcast-content,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
251,P3,Missing proof remains,run-overnight-local-writer,Run overnight local writer,Content Factory — Process,4,complete,https://blitzmetrics.com/overnight-content-worker,https://local-service-spotlight.github.io/task-library/?task=run-overnight-local-writer#task-run-overnight-local-writer,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
252,P3,Missing proof remains,share-in-44k-facebook-group,Share in 44K Facebook group,Content Factory — Post,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=share-in-44k-facebook-group#task-share-in-44k-facebook-group,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
253,P3,Missing proof remains,step-10-embed-source-video,Step 10: Embed source video,Content Factory — Process,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-10-embed-source-video#task-step-10-embed-source-video,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
254,P3,Missing proof remains,step-13-categorize-post-and-add-tags,Step 13: Categorize post and add tags,Content Factory — Post,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-13-categorize-post-and-add-tags#task-step-13-categorize-post-and-add-tags,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
255,P3,Missing proof remains,step-14a-configure-rankmath-seo-plugin,Step 14a: Configure RankMath SEO plugin,Content Factory — Post,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-14a-configure-rankmath-seo-plugin#task-step-14a-configure-rankmath-seo-plugin,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
256,P3,Missing proof remains,step-14b-run-linkwhisper-for-internal-links,Step 14b: Run LinkWhisper for internal links,Content Factory — Post,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-14b-run-linkwhisper-for-internal-links#task-step-14b-run-linkwhisper-for-internal-links,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
257,P3,Missing proof remains,step-17-final-formatting-and-qa-checks,Step 17: Final formatting and QA checks,Content Factory — Post,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-17-final-formatting-and-qa-checks#task-step-17-final-formatting-and-qa-checks,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
258,P3,Missing proof remains,step-3-watch-video-and-identify-gct,Step 3: Watch video and identify GCT,Content Factory — Process,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-3-watch-video-and-identify-gct#task-step-3-watch-video-and-identify-gct,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
259,P3,Missing proof remains,step-4-research-edit-add-timestamps-and-outline,"Step 4: Research, edit, add timestamps and outline",Content Factory — Process,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-4-research-edit-add-timestamps-and-outline#task-step-4-research-edit-add-timestamps-and-outline,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
260,P3,Missing proof remains,step-6-measure-and-iterate-with-maa,Step 6: Measure and iterate with MAA,SEO & Content Architecture,4,complete,https://blitzmetrics.com/internal-linking,https://local-service-spotlight.github.io/task-library/?task=step-6-measure-and-iterate-with-maa#task-step-6-measure-and-iterate-with-maa,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
261,P3,Missing proof remains,step-6-write-title-and-headings,Step 6: Write title and headings,Content Factory — Process,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-6-write-title-and-headings#task-step-6-write-title-and-headings,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
262,P3,Missing proof remains,step-7-write-hook-and-establish-context,Step 7: Write hook and establish context,Content Factory — Process,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-7-write-hook-and-establish-context#task-step-7-write-hook-and-establish-context,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
263,P3,Missing proof remains,step-8-add-photos-and-featured-image,Step 8: Add photos and featured image,Content Factory — Process,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-8-add-photos-and-featured-image#task-step-8-add-photos-and-featured-image,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
264,P3,Missing proof remains,step-9-add-internal-links-with-proper-anchor-text,Step 9: Add internal links with proper anchor text,Content Factory — Process,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=step-9-add-internal-links-with-proper-anchor-text#task-step-9-add-internal-links-with-proper-anchor-text,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
265,P3,Missing proof remains,verify-all-items-on-blog-posting-checklist,Verify all items on Blog Posting checklist,Content Factory — Post,4,complete,https://localservicespotlight.com/article-guidelines/,https://local-service-spotlight.github.io/task-library/?task=verify-all-items-on-blog-posting-checklist#task-verify-all-items-on-blog-posting-checklist,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
266,P3,Missing proof remains,keep-speaker-bureau-profile-bookable,Keep speaker bureau profile bookable,Personal Branding,3,complete,https://blitzmetrics.com/speaker-kit,https://local-service-spotlight.github.io/task-library/?task=keep-speaker-bureau-profile-bookable#task-keep-speaker-bureau-profile-bookable,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
267,P3,Missing proof remains,map-how-ring-methods,Map HOW ring (methods),Strategy & Measurement,3,complete,https://blitzmetrics.com/topic-wheel,https://local-service-spotlight.github.io/task-library/?task=map-how-ring-methods#task-map-how-ring-methods,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
268,P3,Missing proof remains,map-what-ring-specific-content,Map the WHAT offer at the center,Strategy & Measurement,3,complete,https://blitzmetrics.com/topic-wheel,https://local-service-spotlight.github.io/task-library/?task=map-what-ring-specific-content#task-map-what-ring-specific-content,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
269,P3,Missing proof remains,map-why-ring-core-purpose,Map WHY stories in the outer ring,Strategy & Measurement,3,complete,https://blitzmetrics.com/topic-wheel,https://local-service-spotlight.github.io/task-library/?task=map-why-ring-core-purpose#task-map-why-ring-core-purpose,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
270,P3,Missing proof remains,positive-mentions-harvester,Positive Mentions Harvester,Personal Branding,3,complete,https://blitzmetrics.com/how-to-collect-organize-positive-mentions-to-build-authority/,https://local-service-spotlight.github.io/task-library/?task=positive-mentions-harvester#task-positive-mentions-harvester,,,articleSemanticCertification;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,pass,unknown,unknown,unknown
271,P3,Missing proof remains,step-1-inventory-content-and-establish-gct-per-page,Step 1: Inventory content and establish GCT per page,SEO & Content Architecture,3,complete,https://blitzmetrics.com/internal-linking,https://local-service-spotlight.github.io/task-library/?task=step-1-inventory-content-and-establish-gct-per-page#task-step-1-inventory-content-and-establish-gct-per-page,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
272,P3,Missing proof remains,step-3-identify-money-pages-and-orphan-pages,Step 3: Identify money pages and orphan pages,SEO & Content Architecture,3,complete,https://blitzmetrics.com/internal-linking,https://local-service-spotlight.github.io/task-library/?task=step-3-identify-money-pages-and-orphan-pages#task-step-3-identify-money-pages-and-orphan-pages,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
273,P3,Missing proof remains,step-4-create-links-with-proper-anchor-text-and-placement,Step 4: Create links with proper anchor text and placement,SEO & Content Architecture,3,complete,https://blitzmetrics.com/internal-linking,https://local-service-spotlight.github.io/task-library/?task=step-4-create-links-with-proper-anchor-text-and-placement#task-step-4-create-links-with-proper-anchor-text-and-placement,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
274,P3,Missing proof remains,step-5-qa-links-against-google-guidelines,Step 5: QA links against Google guidelines,SEO & Content Architecture,3,complete,https://blitzmetrics.com/internal-linking,https://local-service-spotlight.github.io/task-library/?task=step-5-qa-links-against-google-guidelines#task-step-5-qa-links-against-google-guidelines,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
275,P3,Missing proof remains,use-for-content-planning-and-video-topics,Use for content planning and video topics,Strategy & Measurement,3,complete,https://blitzmetrics.com/topic-wheel,https://local-service-spotlight.github.io/task-library/?task=use-for-content-planning-and-video-topics#task-use-for-content-planning-and-video-topics,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
276,P3,Missing proof remains,use-proper-anchor-text-3-6-words-descriptive,"Use proper anchor text (3–6 words, descriptive)",SEO & Content Architecture,3,complete,https://blitzmetrics.com/internal-linking,https://local-service-spotlight.github.io/task-library/?task=use-proper-anchor-text-3-6-words-descriptive#task-use-proper-anchor-text-3-6-words-descriptive,,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,No exact-revision positive semantic review is recorded for this article.,pass,pass,pass,pass,unknown,unknown,unknown,unknown,unknown
